name,brand,generation,tdp,cables,vram,pcie,year
Quadro FX 600 PCI,4,Rankine,,,0.128,PCI,2004
Quadro FX 700,4,Rankine,,1x Molex,0.128,AGP 8x,2004
Quadro FX Go1000,4,Rankine,,,0.128,AGP 4x,2004
Quadro FX Go540,4,Curie,25.0,,0.128,MXM-II,2004
Quadro NVS 280 AGP,4,Rankine,13.0,,0.064,AGP 8x,2004
Quadro NVS 280 PCIe,4,Rankine,13.0,,0.064,PCIe 1.0 x16,2004
Quadro4 400 NVS PCI,4,Celsius,18.0,,0.064,PCI,2004
GMA 900,2,Generation 3.0,,,,FSB,2005
All-In-Wonder 9200,0,Rage 7,,,0.128,AGP 8x,2004
All-In-Wonder 9200 SE,0,Rage 7,,,0.128,AGP 8x,2004
All-In-Wonder 9600 XT,0,R300,,,0.128,AGP 8x,2004
All-In-Wonder X800 GT,0,R400,,,0.128,PCIe 1.0 x16,2004
All-In-Wonder X800 XT,0,R400,,,0.25,AGP 8x,2004
FireGL V3100,0,R300,,,0.128,PCIe 1.0 x16,2004
FireGL V3200,0,R300,46.0,,0.128,PCIe 1.0 x16,2004
FireGL V5000,0,R400,,,0.128,PCIe 1.0 x16,2004
FireGL V5100,0,R400,,,0.128,PCIe 1.0 x16,2004
FireGL V7100,0,R400,91.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
FireGL X3-256,0,R400,57.0,1x Molex,0.25,AGP 8x,2004
Mobility FireGL T2e,0,R300,,,0.128,AGP 4x,2004
Mobility FireGL V3100,0,R300,,,0.128,PCIe 1.0 x16,2004
Mobility FireGL V3200,0,R300,,,0.128,PCIe 1.0 x16,2004
Mobility Radeon 7000,0,Rage 6,,,0.016,AGP 4x,2004
Mobility Radeon 9500,0,R300,,,0.128,AGP 4x,2004
Mobility Radeon 9550,0,R300,,,0.064,AGP 4x,2004
Mobility Radeon 9600,0,R300,,,0.128,AGP 8x,2004
Mobility Radeon 9600 PRO,0,R300,,,0.128,AGP 8x,2004
Mobility Radeon 9600 PRO Turbo,0,R300,,,0.128,AGP 8x,2004
Mobility Radeon 9700,0,R300,,,0.064,AGP 8x,2004
Mobility Radeon 9700 SE,0,R300,,,0.128,AGP 4x,2004
Mobility Radeon 9800,0,R400,,,0.25,AGP 8x,2004
Mobility Radeon X600,0,R300,,,0.128,PCIe 1.0 x16,2004
Mobility Radeon X600 SE,0,R300,,,0.064,PCIe 1.0 x16,2004
Mobility Radeon X800,0,R400,,,0.25,PCIe 1.0 x16,2004
Radeon 7000 Mac Edition,0,Rage 6,23.0,,0.032,AGP 4x,2004
Radeon 7000 Mac Edition PCI,0,Rage 6,23.0,,0.032,PCI,2004
Radeon 9000 PRO Mac Edition,0,Rage 7,28.0,,0.064,AGP 4x,2004
Radeon 9250,0,Rage 7,,,0.064,AGP 8x,2004
Radeon 9250 PCI,0,Rage 7,,,0.128,PCI,2004
Radeon 9800 PRO Mac Edition,0,R300,60.0,,0.128,AGP Pro 8x,2004
Radeon 9800 XT Mac Edition,0,R300,60.0,,0.25,AGP Pro 8x,2004
Radeon X300,0,R300,36.0,,0.064,PCIe 1.0 x16,2004
Radeon X300 LE,0,R300,,,0.064,PCIe 1.0 x16,2004
Radeon X300 SE,0,R300,30.0,,0.064,PCIe 1.0 x16,2004
Radeon X600,0,R300,36.0,,0.25,PCIe 1.0 x16,2004
Radeon X600 PRO,0,R300,36.0,,0.128,PCIe 1.0 x16,2004
Radeon X600 SE,0,R300,36.0,,0.128,PCIe 1.0 x16,2004
Radeon X600 XT,0,R300,25.0,,0.128,PCIe 1.0 x16,2004
Radeon X700,0,R400,44.0,,0.128,PCIe 1.0 x16,2004
Radeon X700 AGP,0,R400,44.0,,0.128,AGP 8x,2004
Radeon X700 LE,0,R400,,,0.128,PCIe 1.0 x16,2004
Radeon X700 PRO,0,R400,33.0,,0.128,PCIe 1.0 x16,2004
Radeon X700 PRO AGP,0,R400,33.0,Floppy,0.128,AGP 8x,2004
Radeon X700 XT,0,R400,38.0,,0.128,PCIe 1.0 x16,2004
Radeon X800,0,R400,30.0,,0.25,PCIe 1.0 x16,2004
Radeon X800 PRO,0,R400,48.0,1x Molex,0.25,PCIe 1.0 x16,2004
Radeon X800 PRO AGP,0,R400,48.0,1x Molex,0.25,AGP 8x,2004
Radeon X800 SE,0,R400,,,0.128,PCIe 1.0 x16,2004
Radeon X800 SE AGP,0,R400,,1x Molex,0.25,AGP 8x,2004
Radeon X800 VE AGP,0,R400,,1x Molex,0.25,AGP 8x,2004
Radeon X800 XL,0,R400,49.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon X800 XL AGP,0,R400,49.0,1x Molex,0.25,AGP 8x,2004
Radeon X800 XT,0,R400,54.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon X800 XT AGP,0,R400,54.0,1x Molex,0.25,AGP 8x,2004
Radeon X800 XT Mac Edition,0,R400,54.0,,0.25,AGP Pro 8x,2004
Radeon X800 XT Platinum,0,R400,63.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon X800 XT Platinum AGP,0,R400,63.0,1x Molex,0.25,AGP 8x,2004
Radeon X850 PRO,0,R400,,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon X850 XT,0,R400,69.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon X850 XT Platinum,0,R400,67.0,1x 6-pin,0.25,PCIe 1.0 x16,2004
Radeon Xpress 200 IGP,0,R300,,,,PCI,2004
QID,3,MP,,,0.25,AGP 8x,2004
QID LP PCI,3,MP,,,0.128,PCI-X,2004
QID LP PCIe,3,MP,,,0.128,PCIe 1.0 x16,2004
QID PRO,3,MP,,,0.25,PCI-X,2004
Playstation Portable GPU 90nm,7,Console GPU(Sony),4.0,,0.002,,2004
GeForce 6200 LE,4,Curie,,,0.128,PCIe 1.0 x16,2005
GeForce 6200 LE AGP,4,Curie,,,0.128,AGP 8x,2005
GeForce 6500,4,Curie,,,0.128,PCIe 1.0 x16,2005
GeForce 6600 LE,4,Curie,,,0.128,PCIe 1.0 x16,2005
GeForce 6600 LE AGP,4,Curie,,,0.128,AGP 8x,2005
GeForce 6600 VE,4,Curie,,,0.128,PCIe 1.0 x16,2005
GeForce 6800 GS,4,Curie,,1x Molex,0.25,AGP 8x,2005
GeForce 6800 XE,4,Curie,,,0.25,AGP 8x,2005
GeForce 6800 XT,4,Curie,,1x 6-pin,0.25,PCIe 1.0 x16,2005
GeForce 7800 GT,4,Curie,65.0,1x 6-pin,0.25,PCIe 1.0 x16,2005
GeForce 7800 GT Dual,4,Curie,120.0,1x 6-pin,0.25,PCIe 1.0 x16,2005
GeForce 7800 GTX,4,Curie,86.0,,0.25,PCIe 1.0 x16,2005
GeForce 7800 GTX 512,4,Curie,108.0,,0.5,PCIe 1.0 x16,2005
GeForce FX Go5700,4,Rankine,,,0.128,AGP 8x,2005
GeForce Go 6200 TE,4,Curie,,,0.064,PCIe 1.0 x16,2005
GeForce Go 6600,4,Curie,,,0.25,MXM-II,2005
GeForce Go 6600 NPB 128M,4,Curie,,,0.128,MXM-I,2005
GeForce Go 6600 TE,4,Curie,,,0.128,PCIe 1.0 x16,2005
GeForce Go 6800 Ultra,4,Curie,89.0,,0.25,PCIe 1.0 x16,2005
GeForce Go 7800 GTX,4,Curie,65.0,,0.5,PCIe 1.0 x16,2005
Quadro FX 2500M,4,Curie,45.0,,0.5,MXM-III,2005
Quadro FX 3450,4,Curie,83.0,1x 6-pin,0.25,PCIe 1.0 x16,2005
Quadro FX 4400,4,Curie,83.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
Quadro FX 4400G,4,Curie,83.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
Quadro FX 4500,4,Curie,109.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
Quadro FX Go1400,4,Curie,,,0.25,MXM-III,2005
Quadro NVS 280 SD,4,Celsius,10.0,,0.064,AGP 8x,2005
Quadro NVS 50 PCI,4,Celsius,10.0,,0.064,PCI,2005
Quadro NVS 55 PCI,4,Rankine,10.0,,0.064,PCI,2005
GMA 950,2,Generation 3.5,7.0,,,FSB,2006
All-In-Wonder 2006 AGP Edition,0,R300,,,0.25,AGP 8x,2005
All-In-Wonder 2006 PCIe Edition,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2005
All-In-Wonder X1800 XL,0,Ultra-Threaded SE,75.0,1x 6-pin,0.25,PCIe 1.0 x16,2005
All-In-Wonder X600 PRO,0,R300,,,0.25,PCIe 1.0 x16,2005
All-In-Wonder X800 SE,0,R400,,,0.25,AGP 8x,2005
All-In-Wonder X800 VE,0,R400,,,0.25,AGP 8x,2005
All-In-Wonder X800 XL,0,R400,,,0.25,PCIe 1.0 x16,2005
FireGL V3300,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2005
FireGL V3350,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2005
FireGL V3400,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2005
FireGL V5200,0,Ultra-Threaded SE,35.0,,0.128,PCIe 1.0 x16,2005
FireGL V7200,0,Ultra-Threaded SE,,1x 6-pin,0.25,PCIe 1.0 x16,2005
FireGL V7300,0,Ultra-Threaded SE,97.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
FireGL V7350,0,Ultra-Threaded SE,111.0,1x 6-pin,1.0,PCIe 1.0 x16,2005
Mobility FireGL V5000,0,R400,,,0.128,PCIe 1.0 x16,2005
Mobility Radeon X300,0,R300,,,0.128,PCIe 1.0 x16,2005
Mobility Radeon X300 IGP,0,R300,,,,PCIe 1.0 x16,2005
Mobility Radeon X700,0,R400,,,0.128,PCIe 1.0 x16,2005
Mobility Radeon X700 XL,0,R400,,,0.128,PCIe 1.0 x16,2005
Mobility Radeon X800 XT,0,R400,,,0.25,PCIe 1.0 x16,2005
Radeon 9550 XT,0,R300,,,0.128,AGP 8x,2005
Radeon X1300,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2005
Radeon X1300 AGP,0,Ultra-Threaded SE,,,0.25,AGP 8x,2005
Radeon X1300 LE,0,Ultra-Threaded SE,,,0.064,PCIe 1.0 x16,2005
Radeon X1300 PCI,0,Ultra-Threaded SE,,,0.128,PCI,2005
Radeon X1300 PRO,0,Ultra-Threaded SE,31.0,,0.25,PCIe 1.0 x16,2006
Radeon X1300 PRO AGP,0,Ultra-Threaded SE,31.0,,0.25,AGP 8x,2005
Radeon X1600 PRO,0,Ultra-Threaded SE,41.0,,0.25,PCIe 1.0 x16,2005
Radeon X1600 XT,0,Ultra-Threaded SE,42.0,,0.25,PCIe 1.0 x16,2005
Radeon X1800 CrossFire Edition,0,Ultra-Threaded SE,113.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
Radeon X1800 XL,0,Ultra-Threaded SE,70.0,1x 6-pin,0.25,PCIe 1.0 x16,2005
Radeon X1800 XT,0,Ultra-Threaded SE,113.0,1x 6-pin,0.5,PCIe 1.0 x16,2005
Radeon X550,0,R300,,,0.128,PCIe 1.0 x16,2005
Radeon X550 HyperMemory,0,R300,,,0.25,PCIe 1.0 x16,2005
Radeon X700 SE,0,R400,,,0.128,PCIe 1.0 x16,2005
Radeon X740 XL,0,R400,,,0.128,PCIe 1.0 x16,2005
Radeon X800 CrossFire Edition,0,R400,,,0.25,PCIe 1.0 x16,2005
Radeon X800 GT,0,R400,40.0,,0.128,PCIe 1.0 x16,2005
Radeon X800 GT AGP,0,R400,40.0,1x Molex,0.25,AGP 8x,2007
Radeon X800 GTO,0,R400,49.0,,0.128,PCIe 1.0 x16,2007
Radeon X800 GTO AGP,0,R400,49.0,1x Molex,0.25,AGP 8x,2007
Radeon X800 GTO2,0,R400,,1x 6-pin,0.25,PCIe 1.0 x16,2005
Radeon X850 PRO AGP,0,R400,,1x Molex,0.25,AGP 8x,2005
Radeon X850 XT AGP,0,R400,69.0,1x Molex,0.25,AGP 8x,2005
Radeon X850 XT Platinum AGP,0,R400,67.0,1x Molex,0.25,AGP 8x,2005
Radeon Xpress 200M IGP,0,R300,,,,PCIe 1.0 x16,2005
Radeon Xpress 1100 Mobile IGP,0,R300,,,,PCIe 1.0 x16,2006
Xbox 360 GPU 90nm,0,TeraScale,203.0,,0.5,,2005
Volari 8300,6,XG4,,,0.128,PCIe 1.0 x16,2005
Playstation 2 GPU 90nm,7,Console GPU(Sony),45.0,,0.004,,2005
GeForce 7000M + nForce 610M,4,Curie,,,,PCIe 1.0 x16,2006
GeForce 7025 + nForce 630a,4,Curie,,,,PCI,2006
GeForce 7050 + nForce 630a,4,Curie,,,,PCI,2006
GeForce 7050 PV + nForce 630a,4,Curie,,,,PCI,2006
GeForce 7050 SE + nForce 630a,4,Curie,,,,PCI,2006
GeForce 7100 GS,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce 7200 GS,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce 7300 GS,4,Curie,23.0,,0.25,PCIe 1.0 x16,2006
GeForce 7300 GS Low Profile,4,Curie,23.0,,0.25,PCIe 1.0 x16,2006
GeForce 7300 GT,4,Curie,24.0,,0.128,PCIe 1.0 x16,2006
GeForce 7300 GT AGP,4,Curie,24.0,,0.128,AGP 8x,2006
GeForce 7300 GT Mac Edition,4,Curie,24.0,,0.128,PCIe 1.0 x16,2006
GeForce 7300 LE,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce 7300 SE,4,Curie,,,0.25,PCIe 1.0 x16,2006
GeForce 7350 LE,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce 7500 LE,4,Curie,,,0.064,PCIe 1.0 x16,2006
GeForce 7600 GS,4,Curie,27.0,,0.25,PCIe 1.0 x16,2006
GeForce 7600 GS AGP,4,Curie,27.0,1x Molex,0.25,AGP 8x,2006
GeForce 7600 GT,4,Curie,40.0,,0.25,PCIe 1.0 x16,2006
GeForce 7600 GT Mac Edition,4,Curie,40.0,,0.25,PCIe 1.0 x16,2006
GeForce 7600 LE,4,Curie,,,0.25,PCIe 1.0 x16,2006
GeForce 7650 GS,4,Curie,,,0.25,PCIe 1.0 x16,2006
GeForce 7800 GS 20Pipes AGP,4,Curie,75.0,1x Molex,0.5,AGP 8x,2006
GeForce 7800 GS 24Pipes AGP,4,Curie,75.0,1x Molex,0.5,AGP 8x,2006
GeForce 7800 GS AGP,4,Curie,75.0,1x Molex,0.25,AGP 8x,2006
GeForce 7900 GS,4,Curie,49.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
GeForce 7900 GS AGP,4,Curie,65.0,1x Molex,0.25,AGP 8x,2006
GeForce 7900 GT,4,Curie,48.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
GeForce 7900 GTO,4,Curie,81.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
GeForce 7900 GTX,4,Curie,84.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
GeForce 7900 GX2,4,Curie,110.0,2x 6-pin,0.5,PCIe 1.0 x16,2006
GeForce 7950 GT,4,Curie,65.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
GeForce 7950 GX2,4,Curie,110.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
GeForce 8800 GTS 640,4,Tesla,143.0,1x 6-pin,0.64,PCIe 1.0 x16,2006
GeForce 8800 GTX,4,Tesla,155.0,2x 6-pin,0.75,PCIe 1.0 x16,2006
GeForce Go 6100 + nForce Go 430,4,Curie,,,,PCIe 1.0 x16,2006
GeForce Go 6150 + nForce Go 430,4,Curie,,,,PCIe 2.0 x1,2006
GeForce Go 6200,4,Curie,16.0,,0.032,PCIe 1.0 x16,2006
GeForce Go 6250,4,Curie,10.0,,0.032,PCIe 1.0 x16,2006
GeForce Go 6400,4,Curie,,,0.032,PCIe 1.0 x16,2006
GeForce Go 7200,4,Curie,,,0.064,PCIe 1.0 x16,2006
GeForce Go 7300,4,Curie,,,0.064,PCIe 1.0 x16,2006
GeForce Go 7300T,4,Curie,,,0.064,PCIe 1.0 x16,2006
GeForce Go 7400,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce Go 7400T,4,Curie,,,0.128,PCIe 1.0 x16,2006
GeForce Go 7450,4,Curie,,,0.064,PCIe 1.0 x16,2006
GeForce Go 7600,4,Curie,,,0.25,PCIe 1.0 x16,2006
GeForce Go 7600 GT,4,Curie,,,0.25,PCIe 1.0 x16,2006
GeForce Go 7700,4,Curie,,,0.5,PCIe 1.0 x16,2006
GeForce Go 7800,4,Curie,35.0,,0.25,PCIe 1.0 x16,2006
GeForce Go 7900 GS,4,Curie,20.0,,0.25,MXM-II,2006
GeForce Go 7900 GTX,4,Curie,45.0,,0.5,PCIe 1.0 x16,2006
GeForce Go 7900 SE,4,Curie,20.0,,0.25,PCIe 1.0 x16,2006
GeForce Go 7950 GTX,4,Curie,45.0,,0.5,MXM-III,2006
GeForce Go 7950 GTX MXM-IV,4,Curie,45.0,,0.5,MXM-IV,2006
Playstation 3 GPU 90nm,4,Curie,80.0,,0.25,,2006
Quadro FX 1500,4,Curie,65.0,,0.25,PCIe 1.0 x16,2006
Quadro FX 1500M,4,Curie,45.0,,0.5,MXM-II,2006
Quadro FX 350,4,Curie,21.0,,0.128,PCIe 1.0 x16,2006
Quadro FX 3500,4,Curie,80.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Quadro FX 350M,4,Curie,15.0,,0.25,PCIe 1.0 x16,2006
Quadro FX 4500 SDI,4,Curie,116.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
Quadro FX 4500 X2,4,Curie,145.0,2x 6-pin,0.5,PCIe 1.0 x16,2006
Quadro FX 550,4,Curie,30.0,,0.128,PCIe 1.0 x16,2006
Quadro FX 5500,4,Curie,96.0,1x 6-pin,1.0,PCIe 1.0 x16,2006
Quadro FX 5500 SDI,4,Curie,104.0,1x 6-pin,1.0,PCIe 1.0 x16,2006
Quadro FX 550M,4,Curie,35.0,,0.128,PCIe 1.0 x16,2006
Quadro FX 560,4,Curie,30.0,,0.128,PCIe 1.0 x16,2006
Quadro NVS 110M,4,Curie,10.0,,0.5,PCIe 1.0 x16,2006
Quadro NVS 120M,4,Curie,10.0,,0.5,MXM-III,2006
Quadro NVS 285,4,Curie,18.0,,0.128,PCIe 1.0 x16,2006
Quadro NVS 300M,4,Curie,16.0,,0.25,PCIe 1.0 x16,2006
Quadro NVS 440 PCIe x1,4,Curie,31.0,,0.128,PCIe 1.0 x1,2006
Quadro NVS 440 PCIe x16,4,Curie,31.0,,0.128,PCIe 1.0 x16,2006
Quadro NVS 510M,4,Curie,35.0,,0.25,PCIe 1.0 x16,2006
Stream Processor,0,Ultra-Threaded SE,165.0,1x 6-pin,1.0,PCIe 1.0 x16,2006
GMA 3000,2,Generation 4.0,13.0,,,FSB,2006
GMA X3000,2,Generation 4.0,13.0,,,FSB,2006
All-In-Wonder X1900,0,Ultra-Threaded SE,,1x 6-pin,0.25,PCIe 1.0 x16,2006
FireMV 2200,0,R300,15.0,,0.128,PCIe 1.0 x16,2006
FireMV 2200 PCI,0,Rage 7,15.0,,0.064,PCI,2006
Mobility FireGL V5200,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2006
Mobility Radeon X1300,0,Ultra-Threaded SE,,,0.064,PCIe 1.0 x16,2006
Mobility Radeon X1350,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2006
Mobility Radeon X1400,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2006
Mobility Radeon X1450,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2006
Mobility Radeon X1600,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2006
Mobility Radeon X1700,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2006
Mobility Radeon X1800,0,Ultra-Threaded SE,,,0.25,MXM-III,2006
Mobility Radeon X1800 XT,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2006
Radeon X1050,0,R400,24.0,,0.128,PCIe 1.0 x16,2008
Radeon X1050 AGP,0,R300,24.0,,0.128,AGP 8x,2007
Radeon X1300 CE,0,Ultra-Threaded SE,27.0,,0.128,PCIe 1.0 x16,2006
Radeon X1300 XT,0,Ultra-Threaded SE,22.0,,0.25,PCIe 1.0 x16,2006
Radeon X1300 XT AGP,0,Ultra-Threaded SE,22.0,,0.25,AGP 8x,2006
Radeon X1650 PRO,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Radeon X1650 PRO AGP,0,Ultra-Threaded SE,44.0,1x Molex,0.25,AGP 8x,2006
Radeon X1650 XT,0,Ultra-Threaded SE,55.0,,0.25,PCIe 1.0 x16,2006
Radeon X1650 XT AGP,0,Ultra-Threaded SE,55.0,,0.5,AGP 8x,2006
Radeon X1650 XT Dual,0,Ultra-Threaded SE,,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1800 GTO,0,Ultra-Threaded SE,48.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1800 GTO2,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2006
Radeon X1900 CrossFire Edition,0,Ultra-Threaded SE,100.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
Radeon X1900 G5 Mac Edition,0,Ultra-Threaded SE,75.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1900 GT,0,Ultra-Threaded SE,75.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1900 XT,0,Ultra-Threaded SE,100.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1900 XTX,0,Ultra-Threaded SE,135.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
Radeon X1950 CrossFire Edition,0,Ultra-Threaded SE,,1x 6-pin,0.5,PCIe 1.0 x16,2006
Radeon X1950 PRO,0,Ultra-Threaded SE,66.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1950 PRO AGP,0,Ultra-Threaded SE,66.0,2x Molex,0.5,AGP 8x,2006
Radeon X1950 XT,0,Ultra-Threaded SE,96.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon X1950 XT AGP,0,Ultra-Threaded SE,96.0,1x 6-pin,0.25,AGP 8x,2006
Radeon X1950 XTX,0,Ultra-Threaded SE,125.0,1x 6-pin,0.5,PCIe 1.0 x16,2006
Radeon X300 SE HyperMemory,0,R300,30.0,,0.128,PCIe 1.0 x16,2006
Radeon X850 CrossFire Edition,0,R400,69.0,1x 6-pin,0.25,PCIe 1.0 x16,2006
Radeon Xpress 1150 Mobile IGP,0,R300,,,,PCIe 1.0 x16,2006
Wii GPU,0,Ultra-Threaded SE,45.0,,0.064,,2006
Parhelia APVe,3,Parhelia,,,0.128,PCIe 1.0 x16,2006
GeForce 7050 + nForce 620i,4,Curie,,,,PCI,2007
GeForce 7050 + nForce 630i,4,Curie,,,,PCI,2007
GeForce 7100 + nForce 630i,4,Curie,,,,PCI,2007
GeForce 7150 + nForce 630i,4,Curie,,,,PCI,2007
GeForce 7150M + nForce 630M,4,Curie,,,,PCIe 1.0 x16,2007
GeForce 7600 GT AGP,4,Curie,40.0,1x Molex,0.25,AGP 8x,2007
GeForce 7950 GT AGP,4,Curie,65.0,1x Molex,0.5,AGP 8x,2007
GeForce 8300 GS,4,Tesla,40.0,,0.128,PCIe 1.0 x16,2007
GeForce 8400,4,Tesla,25.0,,0.25,PCIe 2.0 x16,2007
GeForce 8400 GS,4,Tesla,40.0,,0.25,PCIe 1.0 x16,2007
GeForce 8400 GS PCI,4,Tesla,25.0,,0.5,PCI,2007
GeForce 8400 GS PCI Rev. 2,4,Tesla 2.0,40.0,,0.5,PCI,2007
GeForce 8400 GS Rev. 2,4,Tesla,25.0,,0.5,PCIe 2.0 x16,2007
GeForce 8400M G,4,Tesla,10.0,,0.25,PCIe 1.0 x16,2007
GeForce 8400M GS,4,Tesla,11.0,,0.25,MXM-I,2007
GeForce 8400M GT,4,Tesla,14.0,,0.25,PCIe 1.0 x16,2007
GeForce 8500 GT,4,Tesla,30.0,,0.25,PCIe 1.0 x16,2007
GeForce 8600 GS,4,Tesla,47.0,,0.5,PCIe 1.0 x16,2007
GeForce 8600 GT,4,Tesla,47.0,,0.5,PCIe 1.0 x16,2007
GeForce 8600 GT Mac Edition,4,Tesla,47.0,,0.128,PCIe 1.0 x16,2007
GeForce 8600 GTS,4,Tesla,60.0,1x 6-pin,0.25,PCIe 1.0 x16,2007
GeForce 8600 GTS Mac Edition,4,Tesla,75.0,1x 6-pin,0.5,PCIe 1.0 x16,2007
GeForce 8600M GS,4,Tesla,20.0,,0.5,MXM-II,2007
GeForce 8600M GT,4,Tesla,20.0,,0.5,MXM-II,2007
GeForce 8600M GT Mac Edition,4,Tesla,20.0,,0.5,MXM-II,2007
GeForce 8700M GT,4,Tesla,29.0,,0.5,MXM-HE,2007
GeForce 8800 GT,4,Tesla,125.0,1x 6-pin,0.5,PCIe 2.0 x16,2007
GeForce 8800 GTS 320,4,Tesla,143.0,1x 6-pin,0.32,PCIe 1.0 x16,2007
GeForce 8800 GTS 512,4,Tesla,135.0,1x 6-pin,0.5,PCIe 2.0 x16,2007
GeForce 8800 GTS Core 112,4,Tesla,150.0,1x 6-pin,0.64,PCIe 1.0 x16,2007
GeForce 8800 Ultra,4,Tesla,171.0,2x 6-pin,0.75,PCIe 1.0 x16,2007
GeForce 8800M GTS,4,Tesla,50.0,,0.5,MXM-HE,2007
GeForce 8800M GTX,4,Tesla,65.0,,0.5,MXM-HE,2007
Quadro FX 1600M,4,Tesla,50.0,,0.5,MXM-HE,2007
Quadro FX 1700,4,Tesla,42.0,,0.5,PCIe 1.0 x16,2007
Quadro FX 3500M,4,Curie,45.0,,0.5,MXM-III,2007
Quadro FX 360M,4,Tesla,17.0,,0.25,PCIe 1.0 x16,2007
Quadro FX 370,4,Tesla,35.0,,0.25,PCIe 1.0 x16,2007
Quadro FX 4600,4,Tesla,134.0,1x 6-pin,0.75,PCIe 1.0 x16,2007
Quadro FX 4600 SDI,4,Tesla,154.0,1x 6-pin,0.75,PCIe 1.0 x16,2007
Quadro FX 5600,4,Tesla,171.0,2x 6-pin,1.5,PCIe 1.0 x16,2007
Quadro FX 5600 Mac Edition,4,Tesla,171.0,2x 6-pin,1.5,PCIe 1.0 x16,2007
Quadro FX 570,4,Tesla,38.0,,0.25,PCIe 1.0 x16,2007
Quadro FX 570M,4,Tesla,45.0,,0.5,PCIe 1.0 x16,2007
Quadro NVS 130M,4,Tesla,10.0,,0.25,PCIe 2.0 x16,2007
Quadro NVS 135M,4,Tesla,10.0,,0.25,PCIe 2.0 x16,2007
Quadro NVS 140M,4,Tesla,10.0,,0.5,PCIe 2.0 x16,2007
Quadro NVS 290,4,Tesla,21.0,,0.25,PCIe 1.0 x16,2007
Quadro NVS 320M,4,Tesla,20.0,,0.5,MXM-HE,2007
Tesla C870,4,Tesla,171.0,2x 6-pin,1.5,PCIe 1.0 x16,2007
Tesla D870,4,Tesla,520.0,,1.5,PCIe 1.0 x16,2007
Tesla S870,4,Tesla,800.0,,1.5,PCIe 1.0 x16,2007
FireStream 9170,0,TeraScale,105.0,1x 6-pin,2.0,PCIe 2.0 x16,2007
GMA 3100,2,Generation 4.0,13.0,,,FSB,2007
GMA 3150,2,Generation 4.0,13.0,,,FSB,2007
GMA X3100,2,Generation 4.0,13.0,,,FSB,2007
GMA X3500,2,Generation 4.0,13.0,,,FSB,2007
ES1000,0,Rage 6,,,,PCI,2007
FireGL V3600,0,TeraScale,73.0,,0.25,PCIe 1.0 x16,2007
FireGL V5600,0,TeraScale,89.0,,0.5,PCIe 1.0 x16,2007
FireGL V7600,0,TeraScale,127.0,1x 8-pin,0.5,PCIe 1.0 x16,2007
